show_id,review_text,sentiment,review_date
s8774,Bad acting,neutral,2024-06-24
s669,Loved it!,neutral,2024-11-01
s6398,Could be better,positive,2024-09-17
s2174,Loved it!,neutral,2024-11-04
s4229,Amazing visuals,neutral,2022-01-28
s5301,Not for me,positive,2023-01-23
s102,Could be better,neutral,2024-04-12
s7407,Amazing visuals,neutral,2022-09-07
s7090,Would recommend,positive,2022-04-08
s8302,Could be better,positive,2024-11-28
s7077,Too slow,neutral,2024-11-27
s8000,Too slow,positive,2022-06-28
s5545,Great plot,neutral,2024-06-10
s1953,Would recommend,neutral,2024-01-20
s5154,Great plot,negative,2023-03-29
s5082,Loved it!,neutral,2022-04-07
s7507,Didn't enjoy it,positive,2022-11-05
s4303,Bad acting,positive,2022-09-19
s7034,Would recommend,negative,2022-10-20
s8541,Not for me,positive,2022-09-06
s6999,Bad acting,neutral,2022-09-02
s3366,Bad acting,neutral,2022-09-08
s6576,Pretty good,positive,2022-05-03
s7051,Could be better,positive,2022-11-21
s8148,Not for me,neutral,2024-09-12
s4378,Would recommend,negative,2023-05-16
s3796,Great plot,positive,2023-11-18
s4303,Loved it!,negative,2024-12-25
s4895,Could be better,neutral,2024-04-15
s2639,Pretty good,negative,2022-02-28
s8020,Loved it!,positive,2024-01-01
s5007,Would recommend,positive,2022-09-23
s5329,Didn't enjoy it,negative,2022-08-24
s5563,Bad acting,negative,2024-06-16
s7698,Pretty good,positive,2022-08-06
s7066,Loved it!,neutral,2024-09-01
s3209,Great plot,negative,2023-08-12
s4587,Pretty good,positive,2024-07-05
s3967,Loved it!,neutral,2024-07-06
s3017,Pretty good,negative,2022-12-19
s2252,Great plot,positive,2022-04-01
s7455,Great plot,positive,2023-12-03
s2727,Not for me,neutral,2022-03-14
s2933,Too slow,positive,2023-11-16
s7033,Bad acting,positive,2023-12-23
s1278,Could be better,negative,2024-08-15
s347,Could be better,neutral,2024-11-21
s8640,Would recommend,negative,2023-10-10
s806,Amazing visuals,negative,2024-01-30
s1778,Would recommend,positive,2024-05-20
s1360,Amazing visuals,positive,2022-05-23
s6973,Pretty good,positive,2024-08-06
s5506,Amazing visuals,positive,2022-02-13
s1729,Too slow,neutral,2022-02-01
s1503,Too slow,neutral,2022-01-28
s4302,Bad acting,positive,2024-10-16
s8474,Loved it!,positive,2023-02-27
s3774,Could be better,positive,2023-05-06
s180,Bad acting,neutral,2022-06-09
s3017,Too slow,positive,2024-04-24
s2234,Loved it!,positive,2022-01-18
s2099,Would recommend,neutral,2023-11-03
s8621,Could be better,positive,2022-08-20
s3780,Not for me,positive,2023-02-28
s4568,Could be better,neutral,2024-06-22
s1143,Pretty good,positive,2024-01-25
s8048,Didn't enjoy it,neutral,2024-04-16
s745,Could be better,positive,2024-06-12
s1920,Too slow,positive,2022-08-27
s6175,Pretty good,positive,2022-05-29
s8432,Great plot,negative,2023-09-15
s6394,Amazing visuals,neutral,2022-01-17
s3012,Would recommend,negative,2024-07-02
s2707,Not for me,neutral,2022-08-14
s5333,Would recommend,neutral,2023-10-14
s6798,Great plot,positive,2022-09-17
s548,Didn't enjoy it,positive,2023-11-05
s1386,Could be better,positive,2022-06-23
s3129,Bad acting,positive,2022-07-24
s2603,Pretty good,positive,2023-02-19
s1116,Not for me,positive,2024-03-02
s5274,Great plot,positive,2024-12-24
s347,Didn't enjoy it,positive,2023-06-02
s6824,Would recommend,positive,2024-12-26
s5186,Great plot,neutral,2024-09-05
s5448,Not for me,negative,2024-10-06
s7492,Not for me,positive,2023-08-13
s7033,Didn't enjoy it,positive,2022-03-08
s5745,Would recommend,positive,2023-11-15
s1321,Too slow,negative,2022-03-04
s836,Not for me,positive,2024-03-24
s6725,Pretty good,neutral,2023-02-07
s5805,Pretty good,positive,2022-07-11
s6463,Amazing visuals,positive,2022-03-12
s231,Would recommend,positive,2024-05-27
s2699,Great plot,positive,2024-01-11
s3044,Pretty good,negative,2024-08-03
s4383,Didn't enjoy it,positive,2024-12-22
s4343,Great plot,neutral,2022-09-02
s7903,Would recommend,neutral,2023-06-03
s7455,Didn't enjoy it,neutral,2023-01-28
s1040,Could be better,positive,2024-02-11
s746,Loved it!,positive,2024-06-29
s3056,Pretty good,positive,2022-07-03
s6087,Pretty good,positive,2022-09-04
s5410,Amazing visuals,neutral,2022-11-20
s7826,Too slow,positive,2022-06-09
s8042,Amazing visuals,neutral,2023-12-07
s7934,Would recommend,positive,2023-09-14
s1881,Amazing visuals,negative,2024-07-13
s3000,Too slow,positive,2022-03-07
s6200,Too slow,positive,2024-07-18
s1742,Not for me,negative,2022-09-11
s484,Not for me,positive,2022-10-10
s6968,Loved it!,negative,2024-12-19
s38,Didn't enjoy it,positive,2022-04-28
s6852,Could be better,positive,2023-02-27
s5781,Too slow,neutral,2023-07-10
s6125,Could be better,negative,2022-02-05
s8178,Pretty good,positive,2023-06-15
s3414,Bad acting,negative,2022-04-01
s4487,Loved it!,neutral,2022-04-08
s6758,Would recommend,negative,2023-06-15
s7105,Great plot,positive,2023-06-22
s941,Could be better,positive,2024-11-17
s701,Amazing visuals,negative,2022-03-21
s7851,Too slow,negative,2023-07-17
s8014,Could be better,positive,2023-09-06
s231,Great plot,positive,2022-06-25
s7631,Too slow,positive,2023-06-06
s2305,Would recommend,neutral,2023-02-27
s248,Bad acting,positive,2023-07-30
s8375,Amazing visuals,positive,2023-06-15
s6129,Could be better,positive,2022-11-28
s5246,Not for me,neutral,2023-10-15
s6281,Loved it!,positive,2024-01-10
s5004,Could be better,positive,2023-05-26
s1942,Could be better,neutral,2022-02-11
s5993,Great plot,neutral,2024-06-03
s3906,Great plot,positive,2022-03-22
s4079,Loved it!,positive,2023-02-06
s6163,Could be better,neutral,2022-04-17
s5222,Didn't enjoy it,negative,2023-05-21
s1169,Would recommend,neutral,2023-12-21
s1563,Great plot,negative,2022-09-14
s361,Great plot,neutral,2024-08-11
s6210,Didn't enjoy it,neutral,2024-07-21
s8604,Too slow,positive,2024-12-07
s5506,Could be better,positive,2024-06-15
s5307,Loved it!,positive,2022-01-19
s3942,Great plot,positive,2024-12-05
s2949,Loved it!,neutral,2023-03-27
s4886,Loved it!,positive,2024-06-16
s8526,Would recommend,neutral,2024-12-15
s1778,Not for me,positive,2024-01-11
s555,Great plot,positive,2022-03-23
s3412,Amazing visuals,negative,2024-01-07
s5969,Too slow,positive,2022-03-20
s5268,Loved it!,positive,2022-10-10
s7118,Great plot,positive,2024-09-23
s3969,Too slow,negative,2022-06-09
s4140,Amazing visuals,positive,2024-06-06
s6567,Great plot,neutral,2023-04-13
s182,Could be better,positive,2024-05-02
s5195,Loved it!,neutral,2023-04-07
s7951,Amazing visuals,positive,2024-05-03
s69,Could be better,neutral,2022-04-27
s2996,Loved it!,negative,2022-12-30
s7934,Pretty good,neutral,2023-04-11
s5906,Bad acting,neutral,2022-07-03
s3056,Didn't enjoy it,neutral,2023-10-22
s6557,Loved it!,neutral,2022-03-16
s3066,Amazing visuals,positive,2024-04-05
s1072,Amazing visuals,neutral,2023-05-18
s2019,Bad acting,positive,2024-03-05
s1466,Great plot,positive,2023-08-10
s1234,Didn't enjoy it,positive,2023-10-18
s7118,Too slow,positive,2023-12-01
s711,Loved it!,positive,2023-09-27
s5063,Great plot,neutral,2024-04-23
s7015,Could be better,positive,2024-04-14
s4236,Too slow,positive,2024-02-03
s6481,Didn't enjoy it,neutral,2022-12-24
s6305,Great plot,positive,2023-11-23
s100,Not for me,neutral,2023-09-14
s7434,Too slow,neutral,2023-04-27
s2996,Would recommend,negative,2024-09-06
s8292,Would recommend,neutral,2024-09-04
s2581,Loved it!,positive,2022-10-17
s6187,Loved it!,positive,2024-01-22
s3995,Loved it!,positive,2022-01-23
s3899,Didn't enjoy it,negative,2024-03-16
s1427,Not for me,positive,2022-06-21
s7871,Great plot,positive,2024-04-14
s2615,Could be better,positive,2022-11-14
s6687,Pretty good,negative,2024-06-26
s2474,Amazing visuals,positive,2024-03-08
s5263,Could be better,negative,2024-09-17
s7275,Great plot,positive,2024-05-04
s8724,Not for me,positive,2023-11-12
s3320,Didn't enjoy it,positive,2024-07-04
s8048,Too slow,negative,2024-10-26
s6783,Could be better,negative,2024-04-22
s6839,Too slow,positive,2023-04-28
s568,Pretty good,positive,2022-05-12
s5172,Great plot,neutral,2024-05-10
s2292,Not for me,positive,2022-10-21
s6416,Great plot,positive,2023-10-03
s6148,Amazing visuals,positive,2024-09-26
s7424,Didn't enjoy it,positive,2023-01-27
s3525,Amazing visuals,positive,2022-09-06
s7132,Great plot,positive,2023-12-04
s3342,Amazing visuals,positive,2022-10-14
s3001,Bad acting,negative,2022-10-04
s1222,Great plot,positive,2023-01-22
s7284,Not for me,neutral,2023-03-26
s6931,Could be better,positive,2022-10-18
s5564,Not for me,neutral,2023-03-19
s6605,Bad acting,positive,2023-10-18
s2861,Could be better,neutral,2024-12-04
s7424,Bad acting,positive,2024-04-06
s4662,Could be better,negative,2023-04-21
s966,Not for me,positive,2022-09-10
s2580,Great plot,positive,2022-10-16
s2830,Loved it!,negative,2024-09-26
s6821,Would recommend,neutral,2022-01-21
s7906,Would recommend,positive,2022-11-12
s869,Bad acting,negative,2023-07-18
s5930,Would recommend,positive,2022-05-03
s3066,Not for me,positive,2024-05-23
s1607,Too slow,negative,2024-08-17
s2813,Bad acting,positive,2022-08-02
s6422,Could be better,negative,2024-04-18
s8153,Didn't enjoy it,positive,2023-10-09
s2830,Amazing visuals,neutral,2024-08-25
s5338,Not for me,neutral,2023-12-31
s568,Could be better,negative,2023-08-23
s5591,Too slow,neutral,2024-03-02
s2485,Didn't enjoy it,positive,2022-02-09
s4339,Would recommend,neutral,2024-01-22
s8092,Too slow,positive,2024-07-31
s666,Bad acting,neutral,2023-10-10
s1088,Pretty good,negative,2022-07-01
s2816,Pretty good,positive,2022-09-22
s8403,Would recommend,neutral,2024-02-10
s4935,Pretty good,positive,2024-05-12
s5314,Pretty good,positive,2023-03-08
s8146,Could be better,positive,2023-05-24
s1189,Could be better,neutral,2023-03-23
s4126,Amazing visuals,positive,2023-06-12
s7889,Great plot,neutral,2024-05-24
s1085,Would recommend,positive,2023-10-31
s1062,Pretty good,neutral,2024-04-26
s595,Amazing visuals,positive,2022-03-11
s7567,Would recommend,negative,2024-03-26
s6720,Pretty good,positive,2024-11-04
s1088,Not for me,neutral,2024-12-19
s6887,Loved it!,positive,2023-03-22
s6467,Not for me,neutral,2024-10-22
s3774,Didn't enjoy it,positive,2022-01-19
s1140,Would recommend,neutral,2023-07-15
s4764,Great plot,positive,2023-04-17
s1234,Didn't enjoy it,neutral,2022-01-28
s301,Amazing visuals,positive,2023-07-14
s4255,Amazing visuals,positive,2023-08-31
s4632,Pretty good,positive,2023-04-03
s8731,Didn't enjoy it,positive,2024-08-02
s5107,Pretty good,positive,2024-09-10
s477,Would recommend,negative,2024-05-17
s2264,Amazing visuals,negative,2024-10-12
s5503,Loved it!,neutral,2022-01-29
s5195,Amazing visuals,positive,2023-10-31
s7783,Could be better,positive,2024-04-05
s5126,Too slow,neutral,2024-03-26
s1733,Great plot,positive,2022-10-06
s324,Didn't enjoy it,negative,2022-10-10
s2167,Pretty good,positive,2024-09-29
s223,Too slow,negative,2022-11-01
s3025,Too slow,positive,2023-11-25
s3083,Not for me,neutral,2022-04-19
s1766,Bad acting,positive,2022-11-20
s6901,Not for me,negative,2023-04-03
s6205,Not for me,positive,2023-04-27
s8354,Great plot,neutral,2024-07-10
s6786,Could be better,negative,2023-06-04
s2841,Amazing visuals,positive,2024-12-12
s8184,Not for me,positive,2023-01-26
s1804,Would recommend,positive,2024-02-10
s6714,Amazing visuals,positive,2024-07-01
s5494,Could be better,positive,2022-03-27
s6265,Pretty good,positive,2023-07-12
s1112,Bad acting,positive,2024-05-07
s1979,Amazing visuals,neutral,2023-10-28
s7644,Didn't enjoy it,neutral,2024-04-22
s1384,Great plot,positive,2022-10-22
s8542,Too slow,negative,2022-09-26
s8001,Pretty good,negative,2023-10-07
s7132,Could be better,neutral,2023-06-19
s7414,Not for me,positive,2022-03-29
s7800,Would recommend,positive,2024-07-13
s7008,Would recommend,neutral,2022-04-21
s5154,Bad acting,neutral,2023-08-07
s8464,Could be better,positive,2024-02-08
s335,Pretty good,neutral,2022-08-26
s1972,Didn't enjoy it,positive,2022-11-30
s6829,Too slow,positive,2022-04-16
s941,Not for me,neutral,2023-01-17
s102,Great plot,neutral,2023-11-20
s2457,Loved it!,positive,2022-09-18
s2009,Loved it!,neutral,2023-10-17
s7290,Not for me,negative,2024-03-30
s4764,Pretty good,neutral,2023-12-10
s1340,Not for me,neutral,2023-04-21
s7763,Could be better,positive,2024-06-25
s7123,Loved it!,positive,2023-07-09
s5040,Bad acting,positive,2023-10-25
s2454,Could be better,neutral,2023-07-29
s1559,Loved it!,neutral,2023-10-04
s2881,Didn't enjoy it,positive,2023-04-08
s4011,Too slow,positive,2024-05-04
s2276,Would recommend,positive,2023-08-08
s5628,Could be better,positive,2024-07-31
s4439,Would recommend,negative,2023-09-08
s3594,Would recommend,neutral,2022-06-07
s1189,Loved it!,positive,2022-09-29
s3107,Could be better,neutral,2023-11-01
s3000,Too slow,neutral,2023-09-13
s7866,Didn't enjoy it,neutral,2023-06-05
s1993,Amazing visuals,positive,2022-02-28
s1617,Bad acting,positive,2023-12-05
s2319,Would recommend,positive,2023-10-10
s4895,Too slow,negative,2024-06-09
s2115,Great plot,neutral,2023-03-12
s6419,Great plot,neutral,2022-05-26
s5235,Amazing visuals,positive,2024-05-08
s7239,Amazing visuals,positive,2024-09-04
s2178,Amazing visuals,positive,2022-09-02
s7290,Bad acting,negative,2022-10-28
s7516,Bad acting,positive,2023-03-14
s6415,Didn't enjoy it,positive,2024-05-17
s6175,Would recommend,negative,2022-04-10
s4952,Pretty good,neutral,2023-12-26
s2334,Great plot,neutral,2024-03-24
s8469,Loved it!,positive,2023-04-25
s2128,Loved it!,neutral,2023-02-19
s4585,Amazing visuals,positive,2022-06-14
s6887,Not for me,neutral,2024-08-31
s7217,Great plot,positive,2022-03-29
s7816,Pretty good,positive,2023-07-27
s3155,Pretty good,neutral,2024-03-24
s7632,Loved it!,neutral,2022-06-28
s2550,Not for me,neutral,2022-06-12
s7239,Pretty good,positive,2023-08-16
s5236,Great plot,positive,2024-10-02
s4419,Would recommend,neutral,2022-10-28
s3860,Too slow,neutral,2023-01-09
s7486,Not for me,negative,2023-12-09
s1150,Pretty good,neutral,2022-07-22
s2058,Not for me,positive,2022-02-16
s2128,Not for me,negative,2023-04-08
s3033,Would recommend,positive,2023-02-12
s212,Great plot,positive,2023-03-03
s5118,Loved it!,positive,2024-07-18
s2989,Would recommend,positive,2022-11-13
s2184,Pretty good,neutral,2023-02-25
s7360,Amazing visuals,neutral,2022-09-20
s8162,Would recommend,neutral,2022-06-15
s5563,Amazing visuals,positive,2023-03-04
s7475,Could be better,positive,2023-02-01
s5328,Loved it!,positive,2024-03-06
s551,Great plot,neutral,2022-04-17
s6790,Too slow,positive,2022-04-08
s1347,Not for me,negative,2022-02-12
s8723,Amazing visuals,positive,2022-08-30
s5221,Too slow,positive,2022-04-05
s2222,Too slow,neutral,2022-07-07
s8768,Amazing visuals,negative,2023-01-20
s6865,Too slow,positive,2024-03-29
s4873,Not for me,neutral,2022-03-28
s3967,Didn't enjoy it,negative,2023-05-04
s5157,Could be better,negative,2022-08-14
s869,Amazing visuals,neutral,2022-12-11
s5325,Not for me,neutral,2023-06-02
s6783,Loved it!,positive,2024-11-20
s8042,Amazing visuals,negative,2022-10-23
s7648,Not for me,positive,2023-02-18
s218,Not for me,negative,2022-05-15
s7716,Would recommend,positive,2023-06-09
s3028,Didn't enjoy it,positive,2024-10-05
s7698,Amazing visuals,neutral,2022-01-04
s3762,Great plot,positive,2022-06-27
s2274,Not for me,positive,2024-01-16
s8335,Could be better,neutral,2022-09-16
s3413,Would recommend,neutral,2023-10-14
s319,Not for me,neutral,2024-12-24
s355,Amazing visuals,positive,2024-11-06
s6477,Pretty good,neutral,2023-06-28
s8114,Not for me,positive,2023-03-11
s834,Bad acting,positive,2022-10-17
s3162,Pretty good,neutral,2024-03-13
s5937,Not for me,negative,2023-04-28
s6146,Too slow,positive,2022-08-22
s487,Not for me,neutral,2023-02-12
s577,Loved it!,positive,2023-11-25
s5953,Too slow,positive,2023-07-16
s1128,Amazing visuals,positive,2023-03-06
s6898,Could be better,negative,2023-03-08
s8042,Pretty good,negative,2023-05-12
s5805,Great plot,neutral,2024-09-09
s5556,Would recommend,neutral,2024-09-23
s1146,Could be better,neutral,2024-06-15
s6952,Too slow,positive,2024-04-06
s8000,Would recommend,positive,2024-02-17
s4884,Pretty good,positive,2022-08-11
s2037,Great plot,neutral,2023-04-13
s8432,Bad acting,negative,2023-07-23
s8596,Bad acting,positive,2023-01-10
s5019,Great plot,positive,2023-06-11
s2277,Would recommend,positive,2023-02-16
s7750,Amazing visuals,negative,2022-09-26
s8718,Would recommend,positive,2023-09-18
s3245,Not for me,positive,2024-10-08
s1314,Would recommend,neutral,2023-03-26
s7377,Amazing visuals,neutral,2024-03-12
s7849,Could be better,positive,2024-04-01
s6282,Pretty good,positive,2022-09-12
s2413,Would recommend,neutral,2022-05-06
s5500,Pretty good,positive,2024-02-01
s941,Too slow,negative,2024-03-09
s1738,Bad acting,neutral,2023-07-19
s1321,Bad acting,positive,2023-04-01
s62,Amazing visuals,positive,2024-12-26
s5636,Too slow,positive,2024-12-25
s2573,Bad acting,positive,2024-06-30
s477,Amazing visuals,negative,2024-05-11
s519,Would recommend,negative,2023-09-09
s5197,Too slow,positive,2023-02-04
s1927,Not for me,positive,2022-10-14
s5853,Not for me,positive,2022-07-05
s1748,Not for me,positive,2022-10-11
s6268,Could be better,neutral,2023-10-12
s2247,Not for me,positive,2023-11-22
s7875,Too slow,negative,2022-08-25
s2224,Loved it!,positive,2024-11-07
s1198,Bad acting,neutral,2024-03-25
s2389,Not for me,negative,2024-07-16
s5472,Too slow,positive,2023-02-18
s6500,Didn't enjoy it,positive,2022-01-09
s5235,Would recommend,positive,2023-02-24
s1299,Could be better,positive,2022-01-29
s2933,Pretty good,negative,2022-12-14
s2305,Amazing visuals,negative,2023-10-23
s1019,Didn't enjoy it,negative,2023-07-30
s2522,Didn't enjoy it,negative,2023-03-26
s4293,Could be better,positive,2023-01-15
s6482,Amazing visuals,negative,2023-11-30
s3299,Could be better,negative,2023-01-01
s7664,Not for me,positive,2023-02-16
s836,Pretty good,positive,2024-08-08
s215,Amazing visuals,neutral,2022-12-22
s7354,Too slow,positive,2022-09-11
s5024,Bad acting,positive,2023-12-28
s6658,Could be better,negative,2023-11-12
s1560,Pretty good,negative,2024-12-05
s1164,Would recommend,positive,2024-12-08
s713,Loved it!,positive,2024-03-20
s1769,Would recommend,negative,2023-04-18
s5969,Loved it!,neutral,2023-02-20
s6889,Great plot,positive,2024-09-05
s3718,Too slow,neutral,2023-08-23
s1722,Great plot,negative,2024-10-23
s7022,Could be better,negative,2023-04-05
s4620,Could be better,positive,2022-03-20
s4902,Loved it!,positive,2024-02-14
s7160,Amazing visuals,negative,2024-12-30
s634,Pretty good,positive,2024-06-14
s2577,Not for me,neutral,2022-02-27
s7628,Didn't enjoy it,positive,2023-09-16
s5846,Could be better,positive,2022-02-17
s6030,Great plot,positive,2024-04-18
s7851,Great plot,positive,2022-06-14
s1433,Would recommend,negative,2022-11-26
s1730,Too slow,positive,2022-08-01
s3871,Loved it!,negative,2023-05-22
s1384,Didn't enjoy it,negative,2024-07-04
s4766,Loved it!,positive,2024-03-11
s6087,Could be better,neutral,2022-06-17
s568,Bad acting,positive,2024-09-21
s6690,Didn't enjoy it,neutral,2024-04-09
s5939,Would recommend,neutral,2024-09-22
s5750,Great plot,positive,2024-09-13
s5181,Would recommend,positive,2024-02-26
s1514,Could be better,neutral,2023-03-03
s7275,Bad acting,negative,2024-10-12
s3888,Not for me,positive,2024-10-30
s534,Didn't enjoy it,neutral,2024-02-12
s5475,Loved it!,positive,2024-12-17
s1018,Didn't enjoy it,negative,2023-12-18
s7975,Great plot,positive,2022-03-27
s1492,Loved it!,neutral,2022-04-14
s6087,Not for me,positive,2022-05-23
s6823,Not for me,neutral,2022-07-24
s3335,Too slow,negative,2023-10-03
s4511,Loved it!,neutral,2024-11-27
s309,Pretty good,neutral,2024-12-11
s5063,Bad acting,neutral,2022-01-01
s5906,Pretty good,negative,2022-01-11
s6021,Not for me,neutral,2024-01-17
s1153,Loved it!,negative,2024-08-13
s3708,Too slow,neutral,2024-01-25
s1204,Didn't enjoy it,neutral,2023-06-02
s2134,Didn't enjoy it,positive,2024-10-28
s42,Didn't enjoy it,neutral,2022-01-05
s6969,Too slow,positive,2023-11-25
s2875,Could be better,negative,2022-04-22
s5165,Loved it!,neutral,2024-09-30
s6222,Pretty good,negative,2022-09-30
s1222,Bad acting,positive,2023-02-26
s4479,Not for me,positive,2022-09-22
s8048,Bad acting,negative,2022-07-31
s8074,Not for me,positive,2024-02-21
s6419,Loved it!,positive,2023-10-28
s1003,Loved it!,negative,2023-01-04
s94,Would recommend,neutral,2024-08-15
s8349,Pretty good,positive,2022-12-13
s3848,Great plot,negative,2022-01-25
s6690,Not for me,positive,2024-09-02
s4360,Amazing visuals,negative,2023-02-21
s1700,Great plot,positive,2023-05-30
s738,Didn't enjoy it,neutral,2022-08-03
s1045,Bad acting,positive,2024-08-11
s7129,Loved it!,neutral,2024-07-02
s4465,Amazing visuals,positive,2023-03-04
s4998,Not for me,negative,2024-01-03
s1104,Could be better,positive,2023-11-30
s5504,Not for me,positive,2022-08-04
s7500,Bad acting,neutral,2023-02-17
s8271,Not for me,positive,2023-01-15
s3028,Not for me,positive,2022-08-20
s4276,Too slow,positive,2024-04-14
s3296,Pretty good,positive,2022-09-15
s539,Great plot,positive,2023-02-07
s4068,Could be better,positive,2023-02-28
s5251,Loved it!,positive,2024-02-09
s4631,Not for me,neutral,2022-03-06
s4111,Could be better,neutral,2022-07-09
s212,Would recommend,positive,2024-08-07
s5742,Not for me,negative,2022-06-22
s5826,Too slow,negative,2024-01-29
s4598,Too slow,positive,2023-09-20
s4292,Amazing visuals,positive,2023-07-15
s1730,Didn't enjoy it,negative,2024-09-27
s4162,Bad acting,positive,2023-02-05
s6216,Great plot,positive,2023-09-30
s180,Would recommend,positive,2024-08-06
s4483,Bad acting,neutral,2022-08-01
s416,Bad acting,positive,2022-02-22
s5195,Amazing visuals,neutral,2023-09-16
s5287,Too slow,neutral,2024-01-22
s625,Pretty good,neutral,2023-10-24
s922,Could be better,negative,2022-05-19
s749,Loved it!,positive,2023-02-22
s7360,Pretty good,neutral,2022-05-23
s5695,Pretty good,positive,2023-05-24
s4669,Didn't enjoy it,positive,2023-10-12
s3151,Didn't enjoy it,positive,2023-05-01
s5533,Pretty good,positive,2024-09-18
s1916,Too slow,positive,2023-06-27
s1184,Bad acting,positive,2022-10-20
s5082,Could be better,positive,2023-11-02
s8681,Bad acting,neutral,2024-04-17
s2338,Bad acting,positive,2024-11-03
s6063,Bad acting,neutral,2023-09-26
s5992,Could be better,positive,2022-09-29
s8455,Could be better,positive,2024-11-14
s5881,Amazing visuals,positive,2022-11-18
s8702,Great plot,positive,2024-03-16
s6512,Pretty good,neutral,2024-06-01
s5350,Not for me,positive,2024-11-29
s8107,Amazing visuals,negative,2022-08-23
s1039,Amazing visuals,negative,2024-04-11
s1776,Loved it!,positive,2022-05-24
s6087,Not for me,neutral,2023-08-12
s7856,Didn't enjoy it,positive,2022-08-17
s2466,Loved it!,neutral,2022-10-01
s626,Didn't enjoy it,neutral,2023-08-13
s801,Great plot,positive,2023-10-15
s5943,Would recommend,positive,2023-08-06
s1153,Didn't enjoy it,positive,2024-08-25
s7542,Bad acting,positive,2023-01-07
s8604,Didn't enjoy it,neutral,2024-03-29
s4768,Not for me,positive,2023-07-26
s487,Could be better,positive,2023-06-29
s3165,Not for me,positive,2022-05-07
s3035,Great plot,neutral,2024-01-03
s1562,Amazing visuals,positive,2023-02-21
s8474,Bad acting,neutral,2023-09-30
s6291,Would recommend,neutral,2022-02-10
s8682,Great plot,neutral,2024-02-26
s5169,Amazing visuals,neutral,2022-10-24
s2522,Too slow,positive,2022-02-11
s6012,Not for me,positive,2023-09-24
s8739,Great plot,neutral,2022-02-02
s5973,Not for me,negative,2023-10-27
s6649,Would recommend,neutral,2023-09-08
s5844,Amazing visuals,positive,2024-08-05
s5840,Not for me,positive,2022-06-09
s6605,Could be better,negative,2023-04-03
s5329,Didn't enjoy it,positive,2023-02-03
s7992,Loved it!,positive,2023-08-04
s2610,Would recommend,positive,2022-08-08
s5695,Loved it!,negative,2023-01-14
s7935,Pretty good,positive,2024-07-18
s5837,Didn't enjoy it,positive,2024-08-21
s1062,Would recommend,neutral,2022-08-21
s2945,Great plot,positive,2024-07-10
s4039,Could be better,negative,2022-08-22
s219,Great plot,neutral,2023-12-27
s8693,Too slow,positive,2023-01-02
s1979,Pretty good,negative,2023-04-26
s2457,Could be better,negative,2023-08-13
s3934,Not for me,positive,2022-08-04
s223,Not for me,positive,2023-12-26
s7477,Bad acting,negative,2023-12-13
s586,Not for me,positive,2024-09-11
s748,Amazing visuals,negative,2023-01-26
s2234,Pretty good,negative,2024-12-06
s1438,Amazing visuals,positive,2023-01-27
s3783,Didn't enjoy it,negative,2023-12-19
s5333,Bad acting,positive,2023-01-20
s8545,Bad acting,neutral,2023-01-16
s5582,Not for me,positive,2023-08-27
s5835,Could be better,negative,2024-07-22
s2803,Didn't enjoy it,neutral,2023-02-03
s7851,Too slow,neutral,2022-04-10
s4175,Pretty good,negative,2023-01-18
s7360,Pretty good,neutral,2023-12-08
s2116,Would recommend,positive,2022-01-10
s81,Great plot,negative,2022-09-21
s4111,Not for me,neutral,2024-04-11
s3932,Would recommend,negative,2023-09-22
s7151,Too slow,negative,2024-02-01
s380,Bad acting,positive,2022-07-14
s1551,Loved it!,positive,2023-07-16
s7871,Too slow,positive,2022-04-07
s971,Too slow,neutral,2023-04-07
s3979,Could be better,positive,2024-01-28
s6795,Could be better,neutral,2022-03-28
s6525,Could be better,positive,2024-09-17
s2610,Could be better,positive,2022-03-18
s6469,Great plot,positive,2023-10-23
s6268,Not for me,positive,2024-02-04
s80,Pretty good,neutral,2023-11-09
s4914,Not for me,positive,2024-03-01
s4393,Not for me,positive,2023-08-06
s8146,Pretty good,positive,2023-11-02
s8614,Could be better,neutral,2023-06-22
s1594,Not for me,negative,2023-03-06
s4772,Great plot,positive,2024-12-28
s7882,Could be better,neutral,2022-05-13
s2457,Great plot,positive,2022-07-08
s3195,Would recommend,positive,2023-07-27
s5362,Not for me,neutral,2022-10-06
s6658,Amazing visuals,positive,2023-06-26
s8253,Great plot,neutral,2024-01-16
s1632,Would recommend,positive,2024-06-17
s7066,Didn't enjoy it,negative,2023-03-29
s2095,Didn't enjoy it,positive,2024-06-07
s4327,Would recommend,neutral,2024-04-30
s583,Bad acting,negative,2022-06-19
s6298,Bad acting,positive,2024-04-09
s3519,Could be better,positive,2023-11-29
s7199,Bad acting,positive,2024-12-16
s1503,Didn't enjoy it,neutral,2024-02-08
s7829,Bad acting,positive,2022-12-24
s2642,Amazing visuals,positive,2022-07-20
s4774,Didn't enjoy it,neutral,2023-03-20
s5906,Great plot,positive,2024-04-06
s4326,Too slow,neutral,2022-04-11
s6753,Bad acting,positive,2024-07-26
s5930,Bad acting,positive,2022-01-29
s8696,Not for me,neutral,2023-10-27
s1453,Pretty good,neutral,2022-03-14
s6364,Amazing visuals,positive,2022-09-11
s4307,Didn't enjoy it,positive,2023-05-31
s2550,Didn't enjoy it,positive,2024-01-19
s8447,Loved it!,positive,2024-11-09
s6519,Pretty good,positive,2023-06-19
s2754,Bad acting,positive,2023-02-25
